Uid,Did,Key,Time,UpdateTime,GPX
6499811869,xiaomiwear_app,outdoor_run_class,1779323936,1779324315,https://alsgp0.fds.api.xiaomi.com/watchprivacy/user-privacy-gpx-files/6499811869/7a6305526c8f2a82715bce72e666b5e0_1779333327/20260521outdoor_run_class_0.gpx?Expires=1787109533000&GalaxyAccessKeyId=AK7GLVK7GPCJW6HOWC&Signature=HivFEw7LEPLFfSLdQxtB9QqSbpM=
6499811869,xiaomiwear_app,not_outdoor_run_class,1779322733,1779323305,https://alsgp0.fds.api.xiaomi.com/watchprivacy/user-privacy-gpx-files/6499811869/7a6305526c8f2a82715bce72e666b5e0_1779333327/20260521not_outdoor_run_class_1.gpx?Expires=1787109533000&GalaxyAccessKeyId=AK7GLVK7GPCJW6HOWC&Signature=HWxVa48EOWBFrTPGUNQ/z2A/p1M=
6499811869,xiaomiwear_app,not_outdoor_run_class,1779260429,1779262339,https://alsgp0.fds.api.xiaomi.com/watchprivacy/user-privacy-gpx-files/6499811869/7a6305526c8f2a82715bce72e666b5e0_1779333327/20260520not_outdoor_run_class_0.gpx?Expires=1787109533000&GalaxyAccessKeyId=AK7GLVK7GPCJW6HOWC&Signature=HV1G/BjjHb4ZjMd5qf35iAEQKe4=
6499811869,xiaomiwear_app,outdoor_run_class,1779186574,1779188944,https://alsgp0.fds.api.xiaomi.com/watchprivacy/user-privacy-gpx-files/6499811869/7a6305526c8f2a82715bce72e666b5e0_1779333327/20260519outdoor_run_class_0.gpx?Expires=1787109533000&GalaxyAccessKeyId=AK7GLVK7GPCJW6HOWC&Signature=K6720JhC9wRmjxP/fQNEa/LdTIQ=
6499811869,xiaomiwear_app,outdoor_run_class,1778851172,1778851493,https://alsgp0.fds.api.xiaomi.com/watchprivacy/user-privacy-gpx-files/6499811869/7a6305526c8f2a82715bce72e666b5e0_1779333327/20260515outdoor_run_class_0.gpx?Expires=1787109533000&GalaxyAccessKeyId=AK7GLVK7GPCJW6HOWC&Signature=73/gwfkRdTXBT1b4dh2SwL4Tf3c=
6499811869,xiaomiwear_app,outdoor_run_class,1778631843,1778632173,https://alsgp0.fds.api.xiaomi.com/watchprivacy/user-privacy-gpx-files/6499811869/7a6305526c8f2a82715bce72e666b5e0_1779333327/20260513outdoor_run_class_0.gpx?Expires=1787109533000&GalaxyAccessKeyId=AK7GLVK7GPCJW6HOWC&Signature=E0GNi8D6faTIDHiLaFH52ZSAZ1A=
6499811869,xiaomiwear_app,not_outdoor_run_class,1778630921,1778631445,https://alsgp0.fds.api.xiaomi.com/watchprivacy/user-privacy-gpx-files/6499811869/7a6305526c8f2a82715bce72e666b5e0_1779333327/20260513not_outdoor_run_class_1.gpx?Expires=1787109533000&GalaxyAccessKeyId=AK7GLVK7GPCJW6HOWC&Signature=Bj3V7HZttseL5+tqmOe4Au3quB4=
6499811869,xiaomiwear_app,outdoor_run_class,1778558786,1778559449,https://alsgp0.fds.api.xiaomi.com/watchprivacy/user-privacy-gpx-files/6499811869/7a6305526c8f2a82715bce72e666b5e0_1779333327/20260512outdoor_run_class_0.gpx?Expires=1787109533000&GalaxyAccessKeyId=AK7GLVK7GPCJW6HOWC&Signature=4D2hzvuUUfsQUUsKaVsVxO8SjbY=
6499811869,xiaomiwear_app,outdoor_run_class,1778546497,1778546736,https://alsgp0.fds.api.xiaomi.com/watchprivacy/user-privacy-gpx-files/6499811869/7a6305526c8f2a82715bce72e666b5e0_1779333327/20260512outdoor_run_class_1.gpx?Expires=1787109533000&GalaxyAccessKeyId=AK7GLVK7GPCJW6HOWC&Signature=M0YViq7ovmrSsTSS5WsFRWezix8=
6499811869,xiaomiwear_app,outdoor_run_class,1778546304,1778546437,https://alsgp0.fds.api.xiaomi.com/watchprivacy/user-privacy-gpx-files/6499811869/7a6305526c8f2a82715bce72e666b5e0_1779333327/20260512outdoor_run_class_2.gpx?Expires=1787109533000&GalaxyAccessKeyId=AK7GLVK7GPCJW6HOWC&Signature=ykd5cE+/9unDCMCFUC0tditUBys=
6499811869,2041002168,not_outdoor_run_class,1778545163,1778545782,https://alsgp0.fds.api.xiaomi.com/watchprivacy/user-privacy-gpx-files/6499811869/7a6305526c8f2a82715bce72e666b5e0_1779333327/20260512not_outdoor_run_class_3.gpx?Expires=1787109533000&GalaxyAccessKeyId=AK7GLVK7GPCJW6HOWC&Signature=zOOfJnkChI8Lwp2P7/tf2AE7UKs=
6499811869,2041002168,outdoor_run_class,1778458875,1778459600,https://alsgp0.fds.api.xiaomi.com/watchprivacy/user-privacy-gpx-files/6499811869/7a6305526c8f2a82715bce72e666b5e0_1779333327/20260511outdoor_run_class_0.gpx?Expires=1787109533000&GalaxyAccessKeyId=AK7GLVK7GPCJW6HOWC&Signature=iDrcEUiPx741JXC9yONr14YJJqc=
6499811869,2041002168,not_outdoor_run_class,1778458337,1778458860,https://alsgp0.fds.api.xiaomi.com/watchprivacy/user-privacy-gpx-files/6499811869/7a6305526c8f2a82715bce72e666b5e0_1779333327/20260511not_outdoor_run_class_1.gpx?Expires=1787109533000&GalaxyAccessKeyId=AK7GLVK7GPCJW6HOWC&Signature=TGDzkaPkWBmRiP00fP1ykaarP/8=
6499811869,xiaomiwear_app,outdoor_run_class,1778388534,1778389787,https://alsgp0.fds.api.xiaomi.com/watchprivacy/user-privacy-gpx-files/6499811869/7a6305526c8f2a82715bce72e666b5e0_1779333327/20260510outdoor_run_class_0.gpx?Expires=1787109533000&GalaxyAccessKeyId=AK7GLVK7GPCJW6HOWC&Signature=0uV6O/FtLb9CRCS+42OmmgUgsuM=
6499811869,2041002168,outdoor_run_class,1778299810,1778300093,https://alsgp0.fds.api.xiaomi.com/watchprivacy/user-privacy-gpx-files/6499811869/7a6305526c8f2a82715bce72e666b5e0_1779333327/20260509outdoor_run_class_0.gpx?Expires=1787109533000&GalaxyAccessKeyId=AK7GLVK7GPCJW6HOWC&Signature=9PPp3XkzqCTHPbLw6JvtRkwwuCk=
6499811869,xiaomiwear_app,outdoor_run_class,1778211239,1778299799,https://alsgp0.fds.api.xiaomi.com/watchprivacy/user-privacy-gpx-files/6499811869/7a6305526c8f2a82715bce72e666b5e0_1779333327/20260508outdoor_run_class_0.gpx?Expires=1787109533000&GalaxyAccessKeyId=AK7GLVK7GPCJW6HOWC&Signature=SGPAE8AEVkDa47B6VtFgAE3THYI=
6499811869,xiaomiwear_app,outdoor_run_class,1778078083,1778078798,https://alsgp0.fds.api.xiaomi.com/watchprivacy/user-privacy-gpx-files/6499811869/7a6305526c8f2a82715bce72e666b5e0_1779333327/20260506outdoor_run_class_0.gpx?Expires=1787109534000&GalaxyAccessKeyId=AK7GLVK7GPCJW6HOWC&Signature=GgYoNxMn77SCtSdCG/NO4hZFeU4=
6499811869,xiaomiwear_app,outdoor_run_class,1778026239,1778026745,https://alsgp0.fds.api.xiaomi.com/watchprivacy/user-privacy-gpx-files/6499811869/7a6305526c8f2a82715bce72e666b5e0_1779333327/20260506outdoor_run_class_1.gpx?Expires=1787109534000&GalaxyAccessKeyId=AK7GLVK7GPCJW6HOWC&Signature=NIJ63yyS8YB/1kGhzFuxqOQooW0=
6499811869,xiaomiwear_app,outdoor_run_class,1778024936,1778025089,https://alsgp0.fds.api.xiaomi.com/watchprivacy/user-privacy-gpx-files/6499811869/7a6305526c8f2a82715bce72e666b5e0_1779333327/20260506outdoor_run_class_2.gpx?Expires=1787109534000&GalaxyAccessKeyId=AK7GLVK7GPCJW6HOWC&Signature=VWQz3Eg0jTvbGGfxChb5VUHhlFk=
